lgid,lgtype,latitude,longitude,govname
34011,6,37.33,-107.59,Forest Lakes Metropolitan District
34012,10,37.4,-107.84,Hermosa Sanitation District
34013,6,37.31,-107.78,Edgemont Ranch Metropolitan District
34015,5,37.12,-107.64,"Ignacio, Town of"
34016,15,37.09,-107.6,Ignacio-Allison-Oxford Cemetery District
34017,1,37.27,-107.89,La Plata County
34019,18,37.2,-108.12,La Plata Water Conservancy District
34022,15,37.43,-107.61,Pine River Cemetery District
34023,16,37.43,-107.61,Pine River Public Library District
34024,6,37.63,-107.81,Purgatory Metropolitan District
34027,8,37.32,-107.59,Upper Pine River Fire Protection District
34029,20,37.3,-107.87,La Plata Conservation District
34030,20,37.13,-107.6,Pine River Conservation District
34031,8,37.19,-108.15,Fort Lewis Mesa Fire Protection District
34032,10,37.24,-107.83,South Durango Sanitation District
34033,8,37.08,-107.61,Los Pinos Fire Protection District
34034,10,37.22,-107.8,Loma Linda Sanitation District
34035,6,37.21,-107.74,El Rancho Florida Metropolitan District
34037,31,37.33,-107.79,Durango Hills Road Improvement District No. 1
34038,16,37.09,-107.63,Ignacio Community Library District
34040,57,37.28,-107.88,Durango Business Improvement District
34900,99,37.27,-107.97,Durango 9-R School District
35002,10,40.59,-105.01,Boxelder Sanitation District
35003,10,40.62,-105.06,Cherry Hills Sanitation District
35004,5,40.37,-105.52,"Estes Park, Town of"
35006,10,40.38,-105.52,Estes Park Sanitation District
35007,11,40.49,-105.03,Fort Collins - Loveland Water District
35009,2,40.55,-105.06,"Fort Collins, City of"
35010,26,40.59,-105.07,Fort Collins Downtown Development Authority
35011,28,40.59,-105.08,Fort Collins General Improvement District No. 1
35015,1,40.59,-105.08,Larimer County
35016,31,40.54,-105.11,Larimer County General Improvement District No. 1
35017,31,40.28,-105.36,Larimer County General Improvement District No. 2
35019,31,40.34,-105.51,Larimer County General Improvement District No. 4
35024,28,40.4,-105.07,Loveland General Improvement District No. 1
35025,8,40.42,-105.18,Loveland Rural Fire Protection District
35026,2,40.42,-105.06,"Loveland, City of"
35029,11,40.36,-105.24,North Carter Lake Water District
35032,9,40.38,-105.54,Park Hospital District
35033,8,40.26,-105.37,Pinewood Springs Fire Protection District
35034,11,40.28,-105.36,Pinewood Springs Water District
35035,8,40.7,-105.53,Poudre Canyon Fire Protection District
35036,9,40.77,-105.49,Health Services District of Northern Larimer County
35038,8,40.81,-105.58,Red Feather Lakes Fire Protection District
35039,10,40.49,-105.02,South Fort Collins Sanitation District
35041,12,40.53,-105.17,Spring Canyon Water & Sanitation District
35042,11,40.59,-105.13,Sunset Water District
35043,9,40.41,-105.21,Thompson Valley Health Services District
35044,2,40.53,-104.96,"Timnath, Town of"
35045,10,40.36,-105.52,Upper Thompson Sanitation District
35046,8,40.84,-105.06,Wellington Fire Protection District
35047,5,40.7,-105.01,"Wellington, Town of"
35048,11,40.63,-105.15,West Fort Collins Water District
35056,31,40.41,-105.14,Larimer County Namaqua Hills General Improvement District No. 8
35057,19,40.53,-105.09,Larimer County Pest Control
35059,16,40.37,-105.55,Estes Valley Public Library District
35060,31,40.36,-105.45,Larimer County General Improvement District No. 11
35062,8,40.74,-105.41,Glacier View Fire Protection District
35063,31,40.56,-104.99,Larimer County General Improvement District No. 10
35065,31,40.59,-105.13,Larimer County General Improvement Dist. No. 1991-1 Arapahoe Pines
35067,31,40.8,-105.6,Larimer County Red Feather Lakes General Improvement District 13A
35068,31,40.32,-105.49,Larimer County Little Valley Road General Improvement District 14
35070,8,40.84,-105.64,Crystal Lakes Fire Protection District
35073,31,40.62,-105.06,Larimer County Club Estates General Improvement District No. 12
35076,31,40.5,-105.08,Larimer County Skyview South Subdivision General Impr. Dist. No. 15
35077,31,40.57,-104.99,Larimer County Kitchell Subdivision General Impr. Dist. No. 16
35078,31,40.48,-104.98,Larimer County Country Meadows General Improvement District No. 17
35079,31,40.35,-105.53,Larimer County Venner Ranch Estates General Impr. Dist. No. 18
35080,8,40.88,-105.34,Livermore Fire Protection District
35088,16,40.76,-105.5,Red Feather Mountain Library District
35902,99,40.77,-105.49,Poudre R-1 School District
36001,5,37.4,-104.66,"Aguilar, Town of"
36002,5,37.02,-103.88,"Branson, Town of"
36003,20,37.27,-103.52,Branson-Trinchera Conservation District
36004,5,37.14,-104.62,"Cokedale, Town of"
36005,5,37.25,-103.35,"Kim, Town of"
36006,1,37.17,-104.51,Las Animas County
36008,18,37.28,-104.33,Purgatoire River Water Conservancy District
36010,5,37.12,-104.53,"Starkville, Town of"
36011,2,37.17,-104.49,"Trinidad, City of"
36015,8,37.09,-104.53,Fishers Peak Fire Protection District
36016,12,37.13,-104.52,Pinon Water & Sanitation District
36017,45,37.31,-104.31,Trinidad Ambulance District
36018,6,37.04,-104.54,Santa Fe Trail Ranch Metropolitan District
36019,8,37.12,-104.91,Stonewall Fire Protection District
36900,99,37.17,-104.59,Trinidad 1 School District
36901,99,37.12,-104.92,Primero Reorganized 2 School District
36902,99,37.38,-104.14,Hoehne Reorganized 3 School District
36903,99,37.5,-104.54,Aguilar Reorganized 6 School District
36904,99,37.17,-103.85,Branson Reorganized 82 School District
36905,99,37.34,-103.38,Kim Reorganized 88 School District
37002,5,39.28,-103.27,"Arriba, Town of"
37004,5,39.28,-103.5,"Genoa, Town of"
37005,20,39.28,-103.43,High Plains Conservation District
37006,5,39.14,-103.47,"Hugo, Town of"
37007,5,39.27,-103.68,"Limon, Town of"
37008,1,39.14,-103.49,Lincoln County
37009,20,38.8,-103.56,Prairie Conservation District
37014,8,39.36,-103.26,Northeast Lincoln Fire Protection District
37901,99,39.12,-103.42,Genoa-Hugo C113 School District
37902,99,38.72,-103.51,Karval RE-23 School District
38001,8,40.89,-102.83,Crook Fire Protection District
38002,5,40.86,-102.8,"Crook, Town of"
38003,8,40.6,-102.88,Fleming Fire Protection District
38005,5,40.68,-102.84,"Fleming, Town of"
38007,5,40.76,-103.07,"Iliff, Town of"
38008,1,40.62,-103.22,Logan County
38011,5,40.48,-103.35,"Merino, Town of"
38012,22,40.84,-102.99,North Sterling Irrigation District
38014,8,40.91,-103.27,Peetz Fire Protection District
38016,5,40.96,-103.11,"Peetz, Town of"
38018,8,40.64,-103.27,Sterling Rural Fire Protection District
38019,2,40.62,-103.2,"Sterling, City of"
38900,99,40.73,-103.11,Valley RE-1 School District
38901,99,40.63,-102.86,Frenchman RE-3 School District
38903,99,40.92,-103.27,Plateau RE-5 School District
39004,8,39.05,-108.45,Central Orchard Mesa Fire Protection District
39005,8,39.09,-108.45,Clifton Fire Protection District
39007,10,39.08,-108.45,Clifton Sanitation District
39008,11,39.07,-108.45,Clifton Water District
39009,15,39.22,-107.82,Collbran Cemetery District
39010,18,39.18,-108.03,Collbran Water Conservancy District
39011,5,39.24,-107.96,"Collbran, Town of"
39012,5,39.31,-108.2,"De Beque, Town of"
39013,8,39.08,-108.38,East Orchard Mesa Fire Protection District
39014,2,39.15,-108.73,"Fruita, City of"
39016,26,39.06,-108.56,Grand Junction Downtown Development Authority
39018,8,39.08,-108.59,Grand Junction Rural Fire Protection District
39020,2,39.09,-108.58,"Grand Junction, City of"
39021,8,39.25,-108.8,Lower Valley Fire Protection District
39023,1,39.07,-108.56,Mesa County
39024,22,39.11,-108.44,Mesa County Irrigation District
39025,20,38.99,-108.71,Mesa Conservation District
39026,12,39.17,-108.13,Mesa Water & Sanitation District
39027,15,39.13,-108.13,Mesa-Molina Cemetery District
39028,15,39.27,-108.87,New Elmwood Cemetery District
39029,22,39.05,-108.47,Orchard Mesa Irrigation District
39032,8,39.12,-108.35,Palisade Rural Fire Protection District
39033,22,39.1,-108.42,Palisade Irrigation District
39034,5,39.11,-108.36,"Palisade, Town of"
39035,6,39.1,-108.66,Panorama Improvement District
39038,8,39.2,-107.88,Plateau Valley Fire Protection District
39039,9,39.18,-107.94,Plateau Valley Hospital District
39042,19,39.08,-108.41,Upper Grand Valley Pest Control District
39043,18,39.15,-108.64,Ute Water Conservancy District
39045,6,39.11,-108.58,Grand River Mosquito Control District
39048,6,39.08,-108.15,Grand Mesa Metropolitan District #2
39050,16,39.02,-108.47,Mesa County Public Library District
39902,99,39.2,-107.88,Plateau Valley 50 School District
39903,99,38.96,-108.7,Mesa County Valley 51 School District
40001,5,37.85,-106.91,"Creede, City of"
40002,1,37.85,-106.93,Mineral County
40003,8,37.67,-106.92,Mineral County Fire Protection District
40004,12,37.82,-106.93,Deep Creek Water & Sanitation District
40900,99,37.67,-106.92,Creede Consolidated 1 School District
41001,8,40.3,-108.81,Artesia Fire Protection District
41003,20,40.6,-108.16,Colorado First Conservation District
41004,2,40.52,-107.56,"Craig, City of"
41005,5,40.24,-109.01,"Dinosaur, Town of"
41006,18,40.39,-108.34,Juniper Water Conservancy District
41007,1,40.51,-107.52,Moffat County
41008,18,40.82,-107.89,Pot Hook Water Conservancy District
41010,23,40.62,-108.21,Moffat County Affiliated Junior College District
41900,99,40.62,-108.21,Moffat County RE:No 1 School District
42001,15,37.45,-108.66,Arriola Cemetery District
42002,15,37.31,-108.59,Cortez Cemetery District
42003,10,37.35,-108.57,Cortez Sanitation District
42004,2,37.35,-108.57,"Cortez, City of"
42005,15,37.55,-108.35,Dolores Cemetery District
42006,8,37.55,-108.36,Dolores Fire Protection District
42007,20,37.33,-108.64,High Desert Conservation District
42008,5,37.47,-108.5,"Dolores, Town of"
42009,15,37.52,-108.76,Fairview Cemetery District
42010,15,37.51,-108.66,Lewis Cemetery District
42011,8,37.42,-108.77,Lewis-Arriola Fire Protection District
42012,15,37.36,-108.29,Mancos Cemetery District
42013,8,37.36,-108.32,Mancos Fire Protection District
42014,20,37.39,-108.25,Mancos Conservation District
42015,18,37.35,-108.31,Mancos Water Conservancy District
42016,5,37.35,-108.28,"Mancos, Town of"
42017,1,37.35,-108.59,Montezuma County
42019,11,37.31,-108.62,Montezuma County Water District No. 1
42020,6,37.44,-108.49,Montezuma Mosquito Control District
42021,15,37.54,-108.9,Sylvan Cemetery District
42022,15,37.47,-108.59,Lebanon Cemetery District
42025,8,37.34,-108.67,Cortez Fire Protection District
42026,16,37.55,-108.37,Dolores Library District
42027,16,37.36,-108.3,Mancos Library District
42900,99,37.27,-108.74,Montezuma-Cortez RE-1 School District
42901,99,37.55,-108.37,Dolores RE-4A School District
42902,99,37.36,-108.3,Mancos RE-6 School District
43001,1,38.48,-107.88,Montrose County
43003,7,38.44,-107.82,Montrose Recreation District
43004,2,38.47,-107.86,"Montrose, City of"
43005,5,38.22,-108.57,"Naturita, Town of"
43007,5,38.27,-108.55,"Nucla, Town of"
43008,15,38.26,-108.57,Nucla-Naturita Cemetery District
43009,8,38.31,-108.78,Nucla-Naturita Fire Protection District
43010,15,38.61,-108,Olathe Cemetery District
43011,8,38.61,-108.01,Olathe Fire Protection District
43012,5,38.61,-107.98,"Olathe, Town of"
43013,15,38.64,-108.1,Pea Green Cemetery District
43016,10,38.47,-107.9,West Montrose Sanitation District
43017,16,38.39,-108.32,Montrose Library District
43020,18,38.36,-108.93,Paradox Valley Water Conservancy District
43024,11,38.57,-107.93,Menoken Water District
43025,11,38.46,-107.95,Chipeta Water District
43901,99,38.33,-108.7,West End RE-2 School District
44001,4,40.26,-103.63,"Brush, City of"
44003,16,40.24,-103.58,East Morgan County Library District
44005,8,40.28,-103.82,Fort Morgan Rural Fire Protection District
44006,2,40.26,-103.78,"Fort Morgan, City of"
44007,5,40.32,-103.52,"Hillrose, Town of"
44009,5,40.27,-103.84,"Log Lane Village, Town of"
44010,1,40.25,-103.8,Morgan County
44012,12,40.27,-103.63,Munn's Addition Water & Sanitation District
44016,5,40.23,-104.07,"Wiggins, Town of"
44019,10,40.33,-103.6,Snyder Sanitation District
44902,99,40.25,-103.82,Fort Morgan RE-3 School District
45001,5,38.11,-103.51,"Cheraw, Town of"
45003,20,38.09,-103.56,East Otero Conservation District
45004,5,38.13,-104.03,"Fowler, Town of"
45006,8,38.02,-103.51,La Junta Rural Fire Protection District
45007,2,37.98,-103.56,"La Junta, City of"
45008,8,38.07,-103.9,Manzanola Rural Fire Protection District
45009,5,38.11,-103.88,"Manzanola, Town of"
45012,1,37.98,-103.54,Otero County
45013,8,37.89,-103.77,Rocky Ford Rural Fire Protection District
45014,4,38.05,-103.72,"Rocky Ford, City of"
45015,5,38.01,-103.63,"Swink, Town of"
45900,99,37.8,-103.68,East Otero R-1 School District
45901,99,38.01,-103.76,Rocky Ford R-2 School District
45904,99,38.15,-103.51,Cheraw 31 School District
45905,99,37.96,-103.64,Swink 33 School District
46001,15,38.01,-107.68,Cedar Hill Cemetery District
46003,15,38.19,-107.81,Dallas Park Cemetery District
46004,8,38.24,-107.83,Loghill Mesa Fire Protection District
46005,1,38.02,-107.65,Ouray County
46007,2,38.03,-107.67,"Ouray, City of"
46008,8,38.16,-107.75,Ridgway Fire Protection District
46009,2,38.16,-107.75,"Ridgway, Town of"
46010,16,38.03,-107.69,Ouray Library District
46011,8,38.02,-107.68,Ouray Fire Protection District
46013,7,38.19,-107.77,Loghill Village Park and Recreation District
46015,16,38.19,-107.81,Ridgway Library District
46017,10,38.2,-107.8,Fairway Pines Sanitation District
46900,99,38.02,-107.69,Ouray R-1 School District
46901,99,38.19,-107.81,Ridgway R-2 School District
47001,5,39.29,-106.07,"Alma, Town of"
47002,12,39.41,-105.48,Bailey Water & Sanitation District
47003,12,39.41,-105.47,Crow Hill Water & Sanitation District
47005,5,39.22,-106.02,"Fairplay, Town of"
47006,6,39.51,-105.5,Harris Park Metropolitan District
47007,8,38.95,-105.78,Hartsel Fire Protection District
47008,6,39.25,-105.77,Indian Mountain Metropolitan District
47009,8,39.3,-105.73,Jefferson-Como Fire Protection District
47010,8,39.04,-105.44,Lake George Fire Protection District
47011,8,39.18,-106.07,North-West Fire Protection District
47012,1,39.23,-106,Park County
47013,8,39.47,-105.59,Platte Canyon Fire Protection District
47014,7,38.88,-105.41,Echo Valley Estates Metropolitan Recreation & Park
47017,8,38.78,-105.51,Southern Park County Fire District
47018,45,39.16,-105.82,South Park Ambulance District
47019,18,39.12,-105.72,Center of Colorado Water Conservancy District
47020,6,39.44,-105.46,Deer Creek Metropolitan District
47021,7,39.16,-105.82,South Park - Park and Recreation District
47900,99,39.47,-105.59,Platte Canyon 1 School District
47901,99,39.06,-105.74,Park County RE-2 School District
48002,9,40.6,-102.55,Haxtun Hospital District
48004,5,40.64,-102.63,"Haxtun, Town of"
48005,2,40.58,-102.3,"Holyoke, City of"
48006,5,40.61,-102.47,"Paoli, Town of"
48007,1,40.58,-102.28,Phillips County
49001,8,39.2,-106.84,Aspen Fire Protection District
49006,2,39.2,-106.84,"Aspen, City of"
49010,1,39.19,-106.82,Pitkin County
49012,2,39.22,-106.94,"Snowmass Village, Town of"
49013,12,39.22,-106.94,Snowmass Water & Sanitation District
49014,8,39.24,-106.94,Snowmass-Wildcat Fire Protection District
49015,12,39.23,-106.86,White Horse Springs Water & Sanitation District
49020,6,39.24,-106.85,Starwood Metropolitan District
49026,12,39.17,-107.24,Redstone Water & Sanitation District
49027,6,39.17,-106.8,East Aspen Metropolitan District
49032,6,39.18,-106.85,Aspen Highlands Commercial Metropolitan District
49033,6,39.18,-106.85,Aspen Highlands Residential Metropolitan District
49034,6,39.21,-106.88,Buttermilk Metropolitan District
49035,6,39.35,-107.01,Holland Hills Metropolitan District
49036,6,39.18,-106.85,Five Trees Metropolitan District
49901,99,39.15,-106.77,Aspen 1 School District
50002,12,38.12,-102.31,Bristol Water & Sanitation District
50007,5,38.06,-102.31,"Granada, Town of"
50008,5,38.12,-102.22,"Hartman, Town of"
50009,8,38,-102.14,Holly Fire & Ambulance District
50011,5,38.06,-102.12,"Holly, Town of"
50012,2,38.07,-102.62,"Lamar, City of"
50013,20,37.95,-102.25,Northeast Prowers Conservation District
50014,1,38.09,-102.64,Prowers County
50015,20,38,-102.6,Prowers Conservation District
50017,5,38.15,-102.71,"Wiley, Town of"
50900,99,37.96,-102.33,Granada RE-1 School District
50901,99,37.93,-102.57,Lamar RE-2 School District
50902,99,37.97,-102.14,Holly RE-3 School District
51001,12,38.22,-104.33,Avondale Water & Sanitation District
51002,11,38.07,-104.99,Beulah Water Works District
51003,10,38.25,-104.58,Blende Sanitation District
51005,5,38.25,-104.26,"Boone, Town of"
51007,6,37.94,-104.85,Colorado City Metropolitan District
51008,11,38.06,-104.98,Pine Drive Water District
51009,43,38.27,-104.62,Pueblo Conservancy District
51010,1,38.28,-104.59,Pueblo County
51012,16,38.17,-104.51,Pueblo City-County Library District
51014,8,38.23,-104.43,Pueblo Rural Fire Protection District
51015,6,38.35,-104.72,Pueblo West Metropolitan District
51016,2,38.27,-104.61,"Pueblo, City of"
51018,5,37.92,-104.93,"Rye, Town of"
51019,20,38.02,-104.51,South Pueblo County Conservation District
51020,10,38.24,-104.54,St. Charles Mesa Sanitation District
51021,8,38.25,-104.7,West Park Fire Protection District
51024,20,38.4,-104.64,Turkey Creek Conservation District
51025,10,38.24,-104.59,Salt Creek Sanitation District
51027,15,37.94,-104.85,Colorado City Cemetery District
51028,11,38.19,-104.45,St. Charles Mesa Water District
51033,72,38.2,-104.65,Southpointe Special Improvement Maintenance District
51902,99,38.25,-104.64,Pueblo City Schools
51903,99,38.2,-104.6,Pueblo County Rural 70 School District
52001,23,39.95,-108.74,Rangely Junior College District
52002,20,39.86,-108.81,Douglas Creek Conservation District
52003,7,40,-107.88,Eastern Rio Blanco Metropolitan Recreation and Park District
52004,15,40,-107.88,Meeker Cemetery District
52005,16,40,-107.88,Meeker Regional Library District
52006,10,40.05,-107.9,Meeker Sanitation District
52007,5,40.05,-107.89,"Meeker, Town of"
52008,11,40.02,-107.92,Mesa View Water District
52009,19,39.84,-108.28,Piceance Creek Pest Control District
52010,15,39.95,-108.74,Rangely Cemetery District
52011,9,39.95,-108.74,Rangely Hospital District
52012,16,39.95,-108.74,Rangely Regional Library
52013,8,39.95,-108.74,Rangely Rural Fire Protection District
52015,5,40.09,-108.78,"Rangely, Town of"
52016,1,40.04,-107.91,Rio Blanco County
52017,8,40,-107.88,Rio Blanco Fire Protection District
52019,7,39.94,-108.76,Western Rio Blanco Metropolitan Recreation & Park District
52020,20,39.98,-107.98,White River Conservation District
52027,18,39.95,-108.74,Rio Blanco Water Conservancy District
52900,99,40,-107.88,Meeker RE1 School District
52901,99,39.95,-108.74,Rangely RE-4 School District
53001,8,37.66,-106.39,Del Norte Fire Protection District
53002,5,37.68,-106.35,"Del Norte, Town of"
53004,8,37.56,-106.14,Monte Vista Fire Protection District
53005,2,37.58,-106.15,"Monte Vista, City of"
53006,1,37.68,-106.33,Rio Grande County
53008,20,37.66,-106.73,Rio Grande Conservation District
53009,12,37.67,-106.64,South Fork Water & Sanitation District
53013,5,37.67,-106.64,"South Fork, Town of"
53014,16,37.58,-106.38,Rio Grande County Library District
53900,99,37.6,-106.5,Del Norte C-7 School District
53901,99,37.49,-106.19,Monte Vista C-8 School District
54001,16,40.69,-106.91,East Routt Library District
54004,15,40.51,-107.23,Hayden Cemetery District
54005,2,40.48,-107.24,"Hayden, Town of"
54006,12,40.25,-106.83,Morrison Creek Metropolitan Water & Sanitation District
54007,12,40.46,-106.8,Mt. Werner Water & Sanitation District
54008,15,40.28,-106.9,Oak Creek Cemetery District
54009,8,40.26,-106.87,Oak Creek Fire Protection District
54010,5,40.27,-106.96,"Oak Creek, Town of"
54012,1,40.48,-106.83,Routt County
54013,20,40.48,-106.99,Routt County Conservation District
54014,9,40.51,-107.23,Solandt Memorial Hospital District
54015,15,40.06,-106.84,South Routt County Cemetery District
54016,16,40.14,-106.86,South Routt County Library District
54017,6,40.51,-106.91,Steamboat II Metropolitan District
54020,15,40.61,-106.91,Steamboat Springs Cemetery District
54022,8,40.46,-106.85,Steamboat Springs Area Fire Protection District
54023,2,40.48,-106.81,"Steamboat Springs, City of"
54024,12,40.38,-106.8,Timbers Water & Sanitation District
54025,6,40.46,-106.83,Tree Haus Metropolitan District
54026,8,40.49,-107.23,West Routt Fire Protection District
54027,16,40.51,-107.23,West Routt Library District
54029,8,40.07,-106.84,Yampa Fire Protection District
54030,5,40.15,-106.91,"Yampa, Town of"
54031,8,40.73,-106.88,North Routt Fire Protection District
54033,6,40.36,-106.81,Catamount Metropolitan District
54040,12,40.75,-107.01,Steamboat Lake Water & Sanitation District
54900,99,40.51,-107.23,Hayden RE-1 School District
54901,99,40.69,-106.91,Steamboat Springs RE-2 School District
55001,12,37.96,-105.69,Baca Grande Water & Sanitation District
55002,5,38.3,-106.14,"Bonanza City, Town of"
55003,20,38.02,-106.13,Center Conservation District
55004,5,37.99,-105.7,"Crestone, Town of"
55005,5,38,-105.9,"Moffat, Town of"
55006,8,38.11,-106.2,Northern Saguache County Fire Protection District
55007,1,38.09,-106.12,Saguache County
55008,5,38.09,-106.14,"Saguache, Town of"
55902,99,38.11,-106.3,Mountain Valley RE 1 School District
55903,99,37.95,-105.74,Moffat 2 School District
56001,1,37.81,-107.65,San Juan County
56002,5,37.81,-107.67,"Silverton, Town of"
56900,99,37.76,-107.68,Silverton 1 School District
57001,16,38.02,-108.45,Lone Cone Library District
57002,9,37.97,-107.96,Telluride Hospital District
57003,8,38,-108.91,Egnar Slickrock Fire Protection District
57005,15,37.94,-107.83,Lone Tree Cemetery District 1
57006,10,38.13,-108.29,Norwood Sanitation District
57007,5,38.13,-108.29,"Norwood, Town of"
57008,2,37.86,-107.83,"Ophir, Town of"
57010,1,37.94,-107.81,San Miguel County
57011,16,37.97,-107.96,San Miguel County Public Library District No. 1
57013,8,37.97,-107.96,Telluride Fire Protection District
57014,2,37.94,-107.83,"Telluride, Town of"
57015,6,37.93,-108.01,Wilson Mesa At Telluride Metropolitan District
57017,5,37.99,-108,"Sawpit, Town of"
57024,33,38.01,-108.29,San Miguel County Solid Waste Disposal District
57027,2,37.93,-107.86,"Mountain Village, Town of"
57028,13,38,-107.96,San Miguel County Recreation District No. 1
57900,99,37.97,-107.96,Telluride R-1 School District
58001,8,40.8,-102.12,Fairy Dell Fire Protection District
58003,8,40.89,-102.17,Julesburg Fire Protection District
58004,5,40.98,-102.25,"Julesburg, Town of"
58007,5,40.96,-102.39,"Ovid, Town of"
58009,1,40.99,-102.27,Sedgwick County
58010,20,40.87,-102.35,Sedgwick County Conservation District
58011,8,40.88,-102.55,Sedgwick Fire Protection District
58012,5,40.94,-102.53,"Sedgwick, Town of"
58014,22,40.96,-102.51,Julesburg Irrigation District
58015,8,40.88,-102.36,Ovid Fire Protection District
58903,99,40.89,-102.48,Platte Valley RE-3 School District
59002,5,39.43,-106.04,"Blue River, Town of"
59003,10,39.49,-106.04,Upper Blue Sanitation District
59004,2,39.5,-106.04,"Breckenridge, Town of"
59005,6,39.62,-106.09,Buffalo Mountain Metropolitan District
59008,6,39.62,-106.03,Corinthian Hill Metropolitan District
59009,2,39.62,-106.04,"Dillon, Town of"
59010,6,39.64,-106.04,Dillon Valley Metropolitan District
59012,11,39.59,-106.01,East Dillon Water District
59014,10,39.58,-106.1,Frisco Sanitation District
59015,2,39.58,-106.13,"Frisco, Town of"
59017,8,39.48,-106.02,"Red, White & Blue Fire Protection District"
59018,2,39.66,-106.09,"Silverthorne, Town of"
59021,1,39.48,-106.06,Summit County
59023,6,39.64,-106.09,Willow Brook Metropolitan District
59026,11,39.61,-105.96,Snake River Water District
59028,5,39.58,-105.87,"Montezuma, Town of"
59030,6,39.66,-106.07,Hamilton Creek Metropolitan District
59032,6,39.54,-106.03,Swan's Nest Metropolitan District
59039,6,39.5,-106.15,Copper Mountain Consolidated Metropolitan District
59041,8,39.64,-106.04,Summit Fire & EMS Fire Protection District
59042,11,39.56,-106.06,Alpensee Water District
59043,8,39.86,-106.29,Lower Blue Fire Protection District
59901,99,39.59,-106.08,Summit RE-1 School District
60001,4,38.75,-105.2,"Cripple Creek, City of"
60003,12,38.94,-105.29,Florissant Water & Sanitation District
60004,11,38.96,-105.22,Highland Lakes Water District
60005,11,38.85,-105.16,Rainbow Valley Water District
60006,16,38.99,-105.18,Rampart Regional Library District
60007,11,39.11,-105.07,Ridgewood Water District
60008,16,38.75,-105.15,Southern Teller County Public Library District
60009,9,38.76,-105.15,Southern Teller County Health Services District
60010,1,38.75,-105.18,Teller County
60011,12,39.01,-105.06,Teller County Water & Sanitation District No. 1
60012,4,38.71,-105.13,"Victor, City of"
60013,11,38.98,-105.08,Westwood Lakes Water District
60015,2,39,-105.06,"Woodland Park, City of"
60016,8,39.03,-105.08,Northeast Teller County Fire Protection District
60017,8,38.94,-105.28,Florissant Fire Protection District
60018,8,38.78,-105.27,Four Mile Fire Protection District
60019,8,38.93,-105.17,Divide Fire Protection District
60900,99,38.76,-105.15,Cripple Creek-Victor RE-1 School District
60901,99,39,-105.17,Woodland Park RE-2 School District
61001,8,40.14,-103.25,Akron Rural Fire Protection District
61002,5,40.16,-103.23,"Akron, Town of"
61003,8,39.7,-102.91,Cope Rural Fire Protection District
61004,8,40.12,-102.97,Otis Rural Fire Protection District
61006,5,40.15,-102.96,"Otis, Town of"
61008,1,40.16,-103.21,Washington County
61012,19,40.13,-103.17,Washington County Pest Control District
61013,8,39.75,-103.4,Southwest Washington County Fire Protection District
61014,20,40.11,-103.17,Washington County Conservation District
61900,99,40.14,-103.26,Akron R-1 School District
61901,99,39.75,-103.03,Arickaree R-2 School District
61902,99,40.12,-102.94,Otis R-3 School District
61903,99,40.35,-102.93,Lone Star 101 School District
61904,99,39.77,-103.51,Woodlin R-104 School District
62001,8,40.6,-104.74,Ault Fire Protection District
62003,5,40.59,-104.74,"Ault, Town of"
62005,11,40.25,-104.74,Central Weld County Water District
62007,2,40.06,-104.95,"Dacono, City of"
62008,5,40.53,-104.71,"Eaton, Town of"
62009,8,40.5,-104.72,Eaton Fire Protection District
62011,2,40.37,-104.76,"Evans, City of"
62012,5,40.16,-104.95,"Firestone, Town of"
62013,8,40.09,-104.81,Fort Lupton Fire Protection District
62014,4,40.08,-104.78,"Fort Lupton, City of"
62015,8,40.13,-104.96,Frederick-Firestone Fire Protection District
62016,5,40.11,-104.99,"Frederick, Town of"
62017,8,40.52,-104.5,Galeton Fire Protection District
62018,5,40.39,-104.66,"Garden City, Town of"
62020,5,40.28,-104.78,"Gilcrest, Town of"
62022,2,40.41,-104.78,"Greeley, City of"
62023,5,40.87,-104.23,"Grover, Town of"
62024,22,40.07,-104.49,Henrylyn Irrigation District
62027,8,40.07,-104.64,Hudson Fire Protection District
62029,5,40.09,-104.62,"Hudson, Town of"
62030,8,40.33,-104.89,Front Range Fire Rescue Fire Protection District
62033,5,40.11,-104.51,"Keenesburg, Town of"
62035,5,40.39,-104.56,"Kersey, Town of"
62036,8,40.3,-104.67,La Salle Fire Protection District
62037,5,40.35,-104.72,"La Salle, Town of"
62038,5,40.01,-104.72,"Lochbuie, Town of"
62040,5,40.23,-105.01,"Mead, Town of"
62043,5,40.31,-104.86,"Milliken, Town of"
62044,8,40.81,-104.74,Nunn Fire Protection District
62045,5,40.71,-104.79,"Nunn, Town of"
62046,5,40.63,-104.76,"Pierce, Town of"
62047,8,40.35,-104.47,Platte Valley Fire Protection District
62048,20,40.17,-104.74,Platte Valley Conservation District
62049,8,40.22,-104.78,Platteville-Gilcrest Fire Protection District
62050,5,40.22,-104.83,"Platteville, Town of"
62051,5,40.61,-103.84,"Raymer, Town of"
62053,5,40.53,-104.86,"Severance, Town of"
62054,20,40.14,-104.36,Southeast Weld Conservation District
62056,1,40.43,-104.68,Weld County
62058,20,40.69,-104.41,West Greeley Conservation District
62059,8,40.43,-104.66,Western Hills Fire Protection District
62074,7,40.11,-104.94,Carbon Valley Park and Recreation District
62075,8,40.87,-104.22,Pawnee Fire Protection District
62078,16,40.5,-104.88,Clearview Library District
